x y species dbh height age
61.22 20.41 fasy 15.25 16.1 101
58.38 25.1 fasy 21 22.7 166
61.52 22.68 fasy 25.5 20.4 141
64.71 23.31 fasy 12.25 14.9 92
65.53 25.84 fasy 15 18.7 124
69.65 29.31 fasy 25.5 26.3 207
87.06 6.15 fasy 16.5 17.7 115
67.96 29.15 fasy 12.5 18.9 126
61.24 27.46 fasy 23.25 24.2 183
59.08 24.05 fasy 11.5 13.9 85
63.59 26.91 fasy 38.25 26.4 208
60.07 29.33 fasy 23.25 27.4 219
68.67 29.6 fasy 23.75 24.7 189
60.39 31.82 fasy 30.5 9.9 61
59.27 33.05 fasy 15 24.6 188
89.58 10.55 fasy 13.5 13.8 84
51.16 16.47 fasy 12 11.5 70
53.7 22.42 fasy 13 15.7 98
52.04 24.3 fasy 19 20.6 143
55.41 24.58 fasy 7.25 6.2 42
51.02 27.17 fasy 18.25 20.3 140
51.23 10.99 fasy 16.5 12.2 74
51.95 32.68 fasy 22 24.9 191
54.67 35.6 fasy 19.25 24.2 235
53.74 38.01 fasy 11 17.8 115
58.57 28.19 fasy 7 16 139
56.82 36.86 fasy 41.25 31.4 264
88.79 13.49 fasy 40.5 28.7 234
53.24 39.79 fasy 36.25 31.1 261
63.32 41.01 fasy 27 29.6 244
64.59 44.31 fasy 32.5 31.8 269
65.23 40.05 fasy 38.75 29.9 247
64.19 39.5 fasy 9.5 12.5 76
63.08 45.55 acpl 42 29.4 168
62.36 45.37 acpl 29.25 31.5 189
61.97 43.19 fasy 13.25 19.4 131
59.37 39.36 fasy 18.5 22.9 169
57.16 40.8 fasy 24.5 23.2 172
94.91 19.13 fasy 6.5 8.9 55
53.29 42.15 acpl 31.5 25.8 132
50.67 41.94 fasy 8 15.5 96
54.71 45.89 fasy 8.5 12.4 75
52.62 48.93 fasy 41.5 31.4 264
55.4 48.52 fasy 11 17.3 111
57.26 46.86 fasy 8.25 13.3 81
58.08 47.34 fasy 6 9.5 58
69.01 36.3 fasy 18.75 25.8 201
62.13 34.82 fasy 25.25 30.4 253
86.72 44.28 fasy 8.25 9.3 57
89.87 21.24 bepe 26.25 27 188
86.52 1.53 fasy 23.25 26.3 207
89.75 1.34 fasy 31.25 28.8 235
99.12 18.87 fasy 27.25 21.8 156
98.93 21.51 fasy 14 14.3 88
99.13 23.12 fasy 13 13.3 81
94.74 4.54 fasy 9.5 14.2 87
96.57 24.64 fasy 30.5 23.5 175
62.06 0.25 fasy 36.5 20.8 145
69.28 0.45 fasy 11.75 11 67
73.18 2.61 fasy 43.5 30.7 257
60.58 0.91 fasy 13.75 14.4 88
62.32 8.06 fasy 26.5 22.5 164
53.38 3.79 fasy 90.5 30.2 251
67.22 9 fasy 18.25 14.2 87
63.08 7.22 fasy 19.5 21.4 152
61.66 11.86 fasy 15 10.9 66
56.94 7.93 fasy 13 14.1 86
77.74 8.34 fasy 18.75 18 117
75.85 10.27 fasy 37 26.5 209
80.81 12.12 fasy 35 27.2 217
68.32 11.69 fasy 8 7 46
73.06 17.16 fasy 109 27.7 223
78.86 9.21 acps 28.5 28.1 202
64.82 15.29 fasy 17.25 14.2 87
82.46 12.21 fasy 12.75 15.2 94
83.42 14.25 fasy 34.75 26.1 205
80.74 24.72 fasy 24.25 23.5 175
84.8 18.81 fasy 15.25 16.5 104
83.61 16 fasy 13 12.8 78
82.92 24.31 fasy 16.75 15.5 96
75 22.58 fasy 8.25 12.7 77
77.53 22.3 fasy 18.5 21.7 155
71.37 24.78 fasy 13.75 20.6 143
77.47 24.26 fasy 16 22.1 160
91 6.71 fasy 13.7 13.3 81
72.35 22.33 fasy 9.25 13 79
68.79 22.77 fasy 22 24.1 182
74.84 31.09 fasy 31 25 192
69.78 25.62 fasy 10.5 13.8 84
69.88 28.87 fasy 13.5 19.7 134
73.63 28.2 fasy 21 28.5 232
76.62 31.37 fasy 34.75 26.9 214
77.26 29.86 fasy 39.5 26.2 206
74.33 31.01 fasy 21.75 29.5 243
73.3 31.67 fasy 24 25.6 199
91.69 8.01 acps 48.5 26.9 189
74.54 42.18 fasy 17 21.6 154
82.04 35.88 acps 23.5 23.6 153
76.43 43.17 fasy 9.75 12 73
85.87 38.9 fasy 22.25 24.1 182
78.34 39.63 fasy 23 23.4 174
79.01 33.55 fasy 24 25.5 198
76.65 40.34 fasy 15.75 19.1 128
74.32 36.54 fasy 38.75 29.6 244
77.84 37.41 acps 22.75 21.1 127
88.36 39.04 fasy 24.75 25.1 193
96.58 7.37 acps 42.95 25.2 170
87.8 39.96 fasy 79.5 29.8 246
88.24 36.23 fasy 10.75 15.3 95
92.07 24.39 fasy 15.75 19.4 131
94.6 26.03 fasy 19 19.9 136
87.05 36.11 fasy 16.5 25.5 198
86.71 38.23 fasy 25.25 23.9 180
92.31 26.47 fasy 15.75 18.1 118
94.15 35.01 fasy 15.25 16.6 105
92.5 33.8 fasy 6.5 12.7 77
94.78 35.91 acps 50.2 22.2 212
98.31 36.94 fasy 8.75 9.6 59
98.67 34.73 fasy 11.75 18.9 126
95.6 32.93 fasy 31.5 26.6 210
91.96 36.65 fasy 6.25 5 36
94.91 34.89 fasy 30.5 26.2 206
90.91 33.8 fasy 15.75 21 148
96.62 32.1 fasy 13 17.8 115
79.02 27.5 fasy 10.25 12.8 78
96.65 33.6 fasy 12 18.1 118
95.18 44.49 fasy 14 17.6 114
98.12 13.51 acps 30.65 22.7 143
94.37 41.91 fasy 25.25 25.1 193
97.82 44.65 fasy 7 10.7 65
97.53 46.25 fasy 18.75 23.9 180
99.75 49.97 fasy 22.5 26.9 214
96.71 48.91 fasy 15.25 20.5 142
88.2 46.59 fasy 9.25 9.4 58
97.57 39.69 fasy 8.5 8.7 54
93.53 49.93 fasy 27.75 24.5 187
98.13 46.4 fasy 9 15.2 94
98.18 49.36 fasy 25.75 28.1 227
99.12 47.35 fasy 15 19.3 177
50.25 49.33 fasy 31.75 27.6 222
50.25 49.33 fasy 12 14.3 88
47.32 53.03 fasy 13.9 13.1 79
45.38 63.15 fasy 12 13.9 85
46.72 93.61 fasy 10.5 15.6 97
24.9 94.82 acps 16.75 21 126
34.42 96.92 fasy 15 17.4 112
25.3 95.02 fasy 14.5 16 100
16.47 92.99 fasy 22.5 22.6 165
27.95 97.22 fasy 35.75 25.1 193
28.79 95.16 fasy 11.25 14.8 91
29.8 96.5 fasy 7.75 12.4 75
33.91 98.73 fasy 16.5 8.8 55
23.89 97.92 fasy 10.25 11.2 68
39.56 68.73 acps 35 26 179
21.77 95.87 acps 30.5 22.7 143
15.55 93.89 fasy 25.5 27.6 222
18.47 93.43 fasy 17.25 15.9 99
32.85 93.28 fasy 23.75 22.1 160
11.22 70.41 fasy 15.25 16.1 101
8.38 75.1 fasy 21 22.7 166
11.52 72.68 fasy 25.5 20.4 141
14.71 73.31 fasy 12.25 14.9 92
15.53 75.84 fasy 15 18.7 124
19.65 79.31 fasy 25.5 26.3 207
37.06 56.15 fasy 16.5 17.7 115
17.96 79.15 fasy 12.5 18.9 126
11.24 77.46 fasy 23.25 24.2 183
9.08 74.05 fasy 11.5 13.9 85
13.59 76.91 fasy 38.25 26.4 208
10.07 79.33 fasy 23.25 27.4 219
18.67 79.6 fasy 23.75 24.7 189
10.39 81.82 fasy 30.5 9.9 61
9.27 83.05 fasy 15 24.6 188
39.58 60.55 fasy 13.5 13.8 84
1.16 66.47 fasy 12 11.5 70
3.7 72.42 fasy 13 15.7 98
2.04 74.3 fasy 19 20.6 143
5.41 74.58 fasy 7.25 6.2 42
1.02 77.17 fasy 18.25 20.3 140
1.23 60.99 fasy 16.5 12.2 74
1.95 82.68 fasy 22 24.9 191
4.67 85.6 fasy 19.25 24.2 235
3.74 88.01 fasy 11 17.8 115
8.57 78.19 fasy 7 16 139
6.82 86.86 fasy 41.25 31.4 264
38.79 63.49 fasy 40.5 28.7 234
3.24 89.79 fasy 36.25 31.1 261
13.32 91.01 fasy 27 29.6 244
14.59 94.31 fasy 32.5 31.8 269
15.23 90.05 fasy 38.75 29.9 247
14.19 89.5 fasy 9.5 12.5 76
13.08 95.55 acpl 42 29.4 168
12.36 95.37 acpl 29.25 31.5 189
11.97 93.19 fasy 13.25 19.4 131
9.37 89.36 fasy 18.5 22.9 169
7.16 90.8 fasy 24.5 23.2 172
44.91 69.13 fasy 6.5 8.9 55
3.29 92.15 acpl 31.5 25.8 132
0.67 91.94 fasy 8 15.5 96
4.71 95.89 fasy 8.5 12.4 75
2.62 98.93 fasy 41.5 31.4 264
5.4 98.52 fasy 11 17.3 111
7.26 96.86 fasy 8.25 13.3 81
8.08 97.34 fasy 6 9.5 58
19.01 86.3 fasy 18.75 25.8 201
12.13 84.82 fasy 25.25 30.4 253
36.72 94.28 fasy 8.25 9.3 57
39.87 71.24 bepe 26.25 27 188
36.52 51.53 fasy 23.25 26.3 207
39.75 51.34 fasy 31.25 28.8 235
49.12 68.87 fasy 27.25 21.8 156
48.93 71.51 fasy 14 14.3 88
49.13 73.12 fasy 13 13.3 81
44.74 54.54 fasy 9.5 14.2 87
46.57 74.64 fasy 30.5 23.5 175
12.06 50.25 fasy 36.5 20.8 145
19.28 50.45 fasy 11.75 11 67
23.18 52.61 fasy 43.5 30.7 257
10.58 50.91 fasy 13.75 14.4 88
12.32 58.06 fasy 26.5 22.5 164
3.38 53.79 fasy 90.5 30.2 251
17.22 59 fasy 18.25 14.2 87
13.08 57.22 fasy 19.5 21.4 152
11.66 61.86 fasy 15 10.9 66
6.94 57.93 fasy 13 14.1 86
27.74 58.34 fasy 18.75 18 117
25.85 60.27 fasy 37 26.5 209
30.81 62.12 fasy 35 27.2 217
18.32 61.69 fasy 8 7 46
23.06 67.16 fasy 109 27.7 223
28.86 59.21 acps 28.5 28.1 202
14.82 65.29 fasy 17.25 14.2 87
32.46 62.21 fasy 12.75 15.2 94
33.42 64.25 fasy 34.75 26.1 205
30.74 74.72 fasy 24.25 23.5 175
34.8 68.81 fasy 15.25 16.5 104
33.61 66 fasy 13 12.8 78
32.92 74.31 fasy 16.75 15.5 96
25 72.58 fasy 8.25 12.7 77
27.53 72.3 fasy 18.5 21.7 155
21.37 74.78 fasy 13.75 20.6 143
27.47 74.26 fasy 16 22.1 160
41 56.71 fasy 13.7 13.3 81
22.35 72.33 fasy 9.25 13 79
18.79 72.77 fasy 22 24.1 182
24.84 81.09 fasy 31 25 192
19.78 75.62 fasy 10.5 13.8 84
19.88 78.87 fasy 13.5 19.7 134
23.63 78.2 fasy 21 28.5 232
26.62 81.37 fasy 34.75 26.9 214
27.26 79.86 fasy 39.5 26.2 206
24.33 81.01 fasy 21.75 29.5 243
23.3 81.67 fasy 24 25.6 199
41.69 58.01 acps 48.5 26.9 189
24.54 92.18 fasy 17 21.6 154
32.04 85.88 acps 23.5 23.6 153
26.43 93.17 fasy 9.75 12 73
35.87 88.9 fasy 22.25 24.1 182
28.34 89.63 fasy 23 23.4 174
29.01 83.55 fasy 24 25.5 198
26.65 90.34 fasy 15.75 19.1 128
24.32 86.54 fasy 38.75 29.6 244
27.84 87.41 acps 22.75 21.1 127
38.36 89.04 fasy 24.75 25.1 193
46.58 57.37 acps 42.95 25.2 170
37.8 89.96 fasy 79.5 29.8 246
38.24 86.23 fasy 10.75 15.3 95
42.07 74.39 fasy 15.75 19.4 131
44.6 76.03 fasy 19 19.9 136
37.05 86.11 fasy 16.5 25.5 198
36.71 88.23 fasy 25.25 23.9 180
42.31 76.47 fasy 15.75 18.1 118
44.15 85.01 fasy 15.25 16.6 105
42.5 83.8 fasy 6.5 12.7 77
44.78 85.91 acps 50.2 22.2 212
48.31 86.94 fasy 8.75 9.6 59
48.67 84.73 fasy 11.75 18.9 126
45.6 82.93 fasy 31.5 26.6 210
41.96 86.65 fasy 6.25 5 36
44.91 84.89 fasy 30.5 26.2 206
40.91 83.8 fasy 15.75 21 148
46.62 82.1 fasy 13 17.8 115
29.02 77.5 fasy 10.25 12.8 78
46.65 83.6 fasy 12 18.1 118
45.18 94.49 fasy 14 17.6 114
48.12 63.51 acps 30.65 22.7 143
44.37 91.91 fasy 25.25 25.1 193
47.82 94.65 fasy 7 10.7 65
47.53 96.25 fasy 18.75 23.9 180
49.75 99.97 fasy 22.5 26.9 214
46.71 98.91 fasy 15.25 20.5 142
38.2 96.59 fasy 9.25 9.4 58
47.57 89.69 fasy 8.5 8.7 54
43.53 99.93 fasy 27.75 24.5 187
48.13 96.4 fasy 9 15.2 94
48.18 99.36 fasy 25.75 28.1 227
49.12 97.35 fasy 15 19.3 177
0.25 99.33 fasy 31.75 27.6 222
0.25 99.33 fasy 12 14.3 88
97.32 53.03 fasy 13.9 13.1 79
95.38 63.15 fasy 12 13.9 85
96.72 93.61 fasy 10.5 15.6 97
74.9 94.82 acps 16.75 21 126
84.42 96.92 fasy 15 17.4 112
75.3 95.02 fasy 14.5 16 100
66.47 92.99 fasy 22.5 22.6 165
77.95 97.22 fasy 35.75 25.1 193
78.79 95.16 fasy 11.25 14.8 91
79.8 96.5 fasy 7.75 12.4 75
83.91 98.73 fasy 16.5 8.8 55
73.89 97.92 fasy 10.25 11.2 68
89.56 68.73 acps 35 26 179
71.77 95.87 acps 30.5 22.7 143
65.55 93.89 fasy 25.5 27.6 222
68.47 93.43 fasy 17.25 15.9 99
82.85 93.28 fasy 23.75 22.1 160
61.22 70.41 fasy 15.25 16.1 101
58.38 75.1 fasy 21 22.7 166
61.52 72.68 fasy 25.5 20.4 141
64.71 73.31 fasy 12.25 14.9 92
65.53 75.84 fasy 15 18.7 124
69.65 79.31 fasy 25.5 26.3 207
87.06 56.15 fasy 16.5 17.7 115
67.96 79.15 fasy 12.5 18.9 126
61.24 77.46 fasy 23.25 24.2 183
59.08 74.05 fasy 11.5 13.9 85
63.59 76.91 fasy 38.25 26.4 208
60.07 79.33 fasy 23.25 27.4 219
68.67 79.6 fasy 23.75 24.7 189
60.39 81.82 fasy 30.5 9.9 61
59.27 83.05 fasy 15 24.6 188
89.58 60.55 fasy 13.5 13.8 84
51.16 66.47 fasy 12 11.5 70
53.7 72.42 fasy 13 15.7 98
52.04 74.3 fasy 19 20.6 143
55.41 74.58 fasy 7.25 6.2 42
51.02 77.17 fasy 18.25 20.3 140
51.23 60.99 fasy 16.5 12.2 74
51.95 82.68 fasy 22 24.9 191
54.67 85.6 fasy 19.25 24.2 235
53.74 88.01 fasy 11 17.8 115
58.57 78.19 fasy 7 16 139
56.82 86.86 fasy 41.25 31.4 264
88.79 63.49 fasy 40.5 28.7 234
53.24 89.79 fasy 36.25 31.1 261
63.32 91.01 fasy 27 29.6 244
64.59 94.31 fasy 32.5 31.8 269
65.23 90.05 fasy 38.75 29.9 247
64.19 89.5 fasy 9.5 12.5 76
63.08 95.55 acpl 42 29.4 168
62.36 95.37 acpl 29.25 31.5 189
61.97 93.19 fasy 13.25 19.4 131
59.37 89.36 fasy 18.5 22.9 169
57.16 90.8 fasy 24.5 23.2 172
94.91 69.13 fasy 6.5 8.9 55
53.29 92.15 acpl 31.5 25.8 132
50.67 91.94 fasy 8 15.5 96
54.71 95.89 fasy 8.5 12.4 75
52.62 98.93 fasy 41.5 31.4 264
55.4 98.52 fasy 11 17.3 111
57.26 96.86 fasy 8.25 13.3 81
58.08 97.34 fasy 6 9.5 58
69.01 86.3 fasy 18.75 25.8 201
62.13 84.82 fasy 25.25 30.4 253
86.72 94.28 fasy 8.25 9.3 57
89.87 71.24 bepe 26.25 27 188
86.52 51.53 fasy 23.25 26.3 207
89.75 51.34 fasy 31.25 28.8 235
99.12 68.87 fasy 27.25 21.8 156
98.93 71.51 fasy 14 14.3 88
99.13 73.12 fasy 13 13.3 81
94.74 54.54 fasy 9.5 14.2 87
96.57 74.64 fasy 30.5 23.5 175
62.06 50.25 fasy 36.5 20.8 145
69.28 50.45 fasy 11.75 11 67
73.18 52.61 fasy 43.5 30.7 257
60.58 50.91 fasy 13.75 14.4 88
62.32 58.06 fasy 26.5 22.5 164
53.38 53.79 fasy 90.5 30.2 251
67.22 59 fasy 18.25 14.2 87
63.08 57.22 fasy 19.5 21.4 152
61.66 61.86 fasy 15 10.9 66
56.94 57.93 fasy 13 14.1 86
77.74 58.34 fasy 18.75 18 117
75.85 60.27 fasy 37 26.5 209
80.81 62.12 fasy 35 27.2 217
68.32 61.69 fasy 8 7 46
73.06 67.16 fasy 109 27.7 223
78.86 59.21 acps 28.5 28.1 202
64.82 65.29 fasy 17.25 14.2 87
82.46 62.21 fasy 12.75 15.2 94
83.42 64.25 fasy 34.75 26.1 205
80.74 74.72 fasy 24.25 23.5 175
84.8 68.81 fasy 15.25 16.5 104
83.61 66 fasy 13 12.8 78
82.92 74.31 fasy 16.75 15.5 96
75 72.58 fasy 8.25 12.7 77
77.53 72.3 fasy 18.5 21.7 155
71.37 74.78 fasy 13.75 20.6 143
77.47 74.26 fasy 16 22.1 160
91 56.71 fasy 13.7 13.3 81
72.35 72.33 fasy 9.25 13 79
68.79 72.77 fasy 22 24.1 182
74.84 81.09 fasy 31 25 192
69.78 75.62 fasy 10.5 13.8 84
69.88 78.87 fasy 13.5 19.7 134
73.63 78.2 fasy 21 28.5 232
76.62 81.37 fasy 34.75 26.9 214
77.26 79.86 fasy 39.5 26.2 206
74.33 81.01 fasy 21.75 29.5 243
73.3 81.67 fasy 24 25.6 199
91.69 58.01 acps 48.5 26.9 189
74.54 92.18 fasy 17 21.6 154
82.04 85.88 acps 23.5 23.6 153
76.43 93.17 fasy 9.75 12 73
85.87 88.9 fasy 22.25 24.1 182
78.34 89.63 fasy 23 23.4 174
79.01 83.55 fasy 24 25.5 198
76.65 90.34 fasy 15.75 19.1 128
74.32 86.54 fasy 38.75 29.6 244
77.84 87.41 acps 22.75 21.1 127
88.36 89.04 fasy 24.75 25.1 193
96.58 57.37 acps 42.95 25.2 170
87.8 89.96 fasy 79.5 29.8 246
88.24 86.23 fasy 10.75 15.3 95
92.07 74.39 fasy 15.75 19.4 131
94.6 76.03 fasy 19 19.9 136
87.05 86.11 fasy 16.5 25.5 198
86.71 88.23 fasy 25.25 23.9 180
92.31 76.47 fasy 15.75 18.1 118
94.15 85.01 fasy 15.25 16.6 105
92.5 83.8 fasy 6.5 12.7 77
94.78 85.91 acps 50.2 22.2 212
98.31 86.94 fasy 8.75 9.6 59
98.67 84.73 fasy 11.75 18.9 126
95.6 82.93 fasy 31.5 26.6 210
91.96 86.65 fasy 6.25 5 36
94.91 84.89 fasy 30.5 26.2 206
90.91 83.8 fasy 15.75 21 148
96.62 82.1 fasy 13 17.8 115
79.02 77.5 fasy 10.25 12.8 78
96.65 83.6 fasy 12 18.1 118
95.18 94.49 fasy 14 17.6 114
98.12 63.51 acps 30.65 22.7 143
94.37 91.91 fasy 25.25 25.1 193
97.82 94.65 fasy 7 10.7 65
97.53 96.25 fasy 18.75 23.9 180
99.75 99.97 fasy 22.5 26.9 214
96.71 98.91 fasy 15.25 20.5 142
88.2 96.59 fasy 9.25 9.4 58
97.57 89.69 fasy 8.5 8.7 54
93.53 99.93 fasy 27.75 24.5 187
98.13 96.4 fasy 9 15.2 94
98.18 99.36 fasy 25.75 28.1 227
99.12 97.35 fasy 15 19.3 177
50.25 99.33 fasy 31.75 27.6 222
50.25 99.33 fasy 12 14.3 88
